;Year;Month;Plant_Id;Capacity_MW
62;2020;3;50.0;578.875
63;2020;4;50.0;581.2277777777778
64;2020;5;50.0;583.5805555555555
65;2020;6;50.0;585.9333333333333
66;2020;7;50.0;588.286111111111
67;2020;8;50.0;590.6388888888889
68;2020;9;50.0;592.9916666666667
69;2020;10;50.0;595.3444444444444
70;2020;11;50.0;597.6972222222222
71;2020;12;50.0;600.05
72;2021;1;50.0;602.4027777777778
73;2021;2;50.0;604.7555555555555
74;2021;3;50.0;607.1083333333333
75;2021;4;50.0;609.4611111111111
76;2021;5;50.0;611.8138888888889
77;2021;6;50.0;614.1666666666666
78;2021;7;50.0;616.5194444444444
79;2021;8;50.0;618.8722222222223
80;2021;9;50.0;621.2249999999999
81;2021;10;50.0;623.5777777777778
82;2021;11;50.0;625.9305555555555
0;2015;1;51.0;628.2833333333333
1;2015;2;51.0;630.6361111111111
2;2015;3;51.0;632.9888888888888
3;2015;4;51.0;635.3416666666667
4;2015;5;51.0;637.6944444444445
5;2015;6;51.0;640.0472222222222
6;2015;7;51.0;642.4
7;2015;8;51.0;642.4
8;2015;9;51.0;642.4
9;2015;10;51.0;642.4
10;2015;11;51.0;642.4
11;2015;12;51.0;642.4
12;2016;1;51.0;642.4
13;2016;2;51.0;642.4
14;2016;3;51.0;642.4
15;2016;4;51.0;642.4
16;2016;5;51.0;641.0
17;2016;6;51.0;641.0
18;2016;7;51.0;641.0
19;2016;8;51.0;641.0
20;2016;9;51.0;641.0
21;2016;10;51.0;641.0
22;2016;11;51.0;641.0
23;2016;12;51.0;641.0
24;2017;1;51.0;641.0
25;2017;2;51.0;641.0
26;2017;3;51.0;641.0
27;2017;4;51.0;641.0
28;2017;5;51.0;641.0
29;2017;6;51.0;641.0
30;2017;7;51.0;641.0
31;2017;8;51.0;641.0
32;2017;9;51.0;641.0
33;2017;10;51.0;641.0
34;2017;11;51.0;641.0
35;2017;12;51.0;641.0
36;2018;1;51.0;641.0
37;2018;2;51.0;642.1
38;2018;3;51.0;642.1
39;2018;4;51.0;642.1
40;2018;5;51.0;642.1
41;2018;6;51.0;642.1
42;2018;7;51.0;642.1
43;2018;8;51.0;642.1
44;2018;9;51.0;642.1
45;2018;10;51.0;642.1
46;2018;11;51.0;642.1
47;2018;12;51.0;642.1
48;2019;1;51.0;642.5
49;2019;2;51.0;642.5
50;2019;3;51.0;642.5
51;2019;4;51.0;642.5
52;2019;5;51.0;642.5
53;2019;6;51.0;642.5
54;2019;7;51.0;642.5
55;2019;8;51.0;642.5
56;2019;9;51.0;642.5
57;2019;10;51.0;642.5
58;2019;11;51.0;642.5
59;2019;12;51.0;642.5
60;2020;1;51.0;642.5
61;2020;2;51.0;645.3
62;2020;3;51.0;645.3
63;2020;4;51.0;645.3
64;2020;5;51.0;645.3
65;2020;6;51.0;645.3
66;2020;7;51.0;645.3
67;2020;8;51.0;645.3
68;2020;9;51.0;645.3
69;2020;10;51.0;645.3
70;2020;11;51.0;645.3
71;2020;12;51.0;645.3
72;2021;1;51.0;634.8
73;2021;2;51.0;645.3
74;2021;3;51.0;645.3
75;2021;4;51.0;645.3
76;2021;5;51.0;645.3
77;2021;6;51.0;645.3
78;2021;7;51.0;645.3
79;2021;8;51.0;645.3
80;2021;9;51.0;636.37
81;2021;10;51.0;627.4399999999999
82;2021;11;51.0;618.51
0;2015;1;56.0;609.5799999999999
1;2015;2;56.0;600.65
2;2015;3;56.0;591.72
3;2015;4;56.0;582.79
4;2015;5;56.0;573.86
5;2015;6;56.0;564.93
6;2015;7;56.0;556.0
7;2015;8;56.0;556.0
8;2015;9;56.0;556.0
9;2015;10;56.0;556.0
10;2015;11;56.0;556.0
11;2015;12;56.0;556.0
12;2016;1;56.0;556.0
13;2016;2;56.0;556.0
14;2016;3;56.0;556.0
15;2016;4;56.0;556.0
16;2016;5;56.0;556.0
17;2016;6;56.0;556.0
18;2016;7;56.0;556.0
19;2016;8;56.0;556.0
20;2016;9;56.0;556.0
21;2016;10;56.0;556.0
22;2016;11;56.0;556.0
23;2016;12;56.0;556.0
24;2017;1;56.0;556.0
25;2017;2;56.0;556.0
26;2017;3;56.0;556.0
27;2017;4;56.0;556.0
28;2017;5;56.0;556.0
29;2017;6;56.0;556.0
30;2017;7;56.0;556.0
31;2017;8;56.0;556.0
32;2017;9;56.0;556.0
33;2017;10;56.0;556.0
34;2017;11;56.0;556.0
35;2017;12;56.0;556.0
36;2018;1;56.0;556.0
37;2018;2;56.0;556.0
38;2018;3;56.0;556.0
39;2018;4;56.0;556.0
40;2018;5;56.0;556.0
41;2018;6;56.0;556.0
42;2018;7;56.0;556.0
43;2018;8;56.0;556.0
44;2018;9;56.0;556.0
45;2018;10;56.0;556.0
46;2018;11;56.0;556.0
47;2018;12;56.0;556.0
48;2019;1;56.0;556.0
49;2019;2;56.0;556.0
50;2019;3;56.0;556.0
51;2019;4;56.0;556.0
52;2019;5;56.0;556.0
53;2019;6;56.0;556.0
54;2019;7;56.0;556.0
55;2019;8;56.0;556.0
56;2019;9;56.0;556.0
57;2019;10;56.0;554.0
58;2019;11;56.0;554.0
59;2019;12;56.0;554.0
60;2020;1;56.0;554.0
61;2020;2;56.0;554.0
62;2020;3;56.0;554.0
63;2020;4;56.0;554.0
64;2020;5;56.0;554.0
65;2020;6;56.0;554.0
66;2020;7;56.0;554.0
67;2020;8;56.0;554.0
68;2020;9;56.0;554.0
69;2020;10;56.0;532.3809523809524
70;2020;11;56.0;510.76190476190476
71;2020;12;56.0;489.1428571428571
72;2021;1;56.0;467.5238095238095
73;2021;2;56.0;445.9047619047619
74;2021;3;56.0;424.2857142857143
75;2021;4;56.0;402.66666666666663
76;2021;5;56.0;381.04761904761904
77;2021;6;56.0;359.42857142857144
78;2021;7;56.0;337.8095238095238
79;2021;8;56.0;316.19047619047615
80;2021;9;56.0;294.57142857142856
81;2021;10;56.0;272.95238095238096
82;2021;11;56.0;251.33333333333331
0;2015;1;59.0;229.71428571428567
1;2015;2;59.0;208.09523809523807
2;2015;3;59.0;186.47619047619048
3;2015;4;59.0;164.85714285714283
4;2015;5;59.0;143.23809523809518
5;2015;6;59.0;121.61904761904759
6;2015;7;59.0;100.0
7;2015;8;59.0;100.0
8;2015;9;59.0;100.0
9;2015;10;59.0;100.0
10;2015;11;59.0;100.0
11;2015;12;59.0;100.0
12;2016;1;59.0;100.0
13;2016;2;59.0;100.0
14;2016;3;59.0;100.0
15;2016;4;59.0;100.0
16;2016;5;59.0;100.0
17;2016;6;59.0;100.0
18;2016;7;59.0;100.0
19;2016;8;59.0;100.0
20;2016;9;59.0;100.0
21;2016;10;59.0;100.0
22;2016;11;59.0;100.0
23;2016;12;59.0;100.0
24;2017;1;59.0;100.0
25;2017;2;59.0;100.0
26;2017;3;59.0;100.0
27;2017;4;59.0;100.0
28;2017;5;59.0;100.0
29;2017;6;59.0;100.0
30;2017;7;59.0;100.0
31;2017;8;59.0;100.0
32;2017;9;59.0;100.0
33;2017;10;59.0;100.0
34;2017;11;59.0;100.0
35;2017;12;59.0;100.0
36;2018;1;59.0;100.0
37;2018;2;59.0;100.0
38;2018;3;59.0;100.0
39;2018;4;59.0;100.0
40;2018;5;59.0;100.0
41;2018;6;59.0;100.0
42;2018;7;59.0;100.0
43;2018;8;59.0;100.0
44;2018;9;59.0;100.0
45;2018;10;59.0;100.0
46;2018;11;59.0;100.0
47;2018;12;59.0;100.0
48;2019;1;59.0;100.0
49;2019;2;59.0;100.0
50;2019;3;59.0;100.0
51;2019;4;59.0;100.0
52;2019;5;59.0;100.0
53;2019;6;59.0;100.0
54;2019;7;59.0;100.0
55;2019;8;59.0;100.0
56;2019;9;59.0;100.0
57;2019;10;59.0;100.0
58;2019;11;59.0;100.0
59;2019;12;59.0;100.0
60;2020;1;59.0;100.0
61;2020;2;59.0;100.0
62;2020;3;59.0;100.0
63;2020;4;59.0;100.0
64;2020;5;59.0;100.0
